Unique Name	Descriptor	Wide Peak Limits	Peak Limits	Region Limits	q values	Residual q values after removing segments shared with higher peaks	Broad or Focal	Amplitude Threshold	TCGA-HT-8563	TCGA-DU-6542	TCGA-HW-8321	TCGA-HT-7603	TCGA-HT-7686	TCGA-HT-7689	TCGA-TM-A84Q	TCGA-HT-7604	TCGA-HT-A74O	TCGA-WY-A859	TCGA-P5-A780	TCGA-TM-A84I	TCGA-QH-A6X3	TCGA-HT-7873	TCGA-DU-7304	TCGA-TM-A7C4	TCGA-DU-7010	TCGA-HT-7855	TCGA-CS-6665	TCGA-S9-A6TV	TCGA-DB-A4XE	TCGA-DU-5872	TCGA-CS-4942	TCGA-HT-A614	TCGA-DU-A7T8	TCGA-TQ-A8XE	TCGA-FG-8188	TCGA-DU-7298	TCGA-DH-A66B	TCGA-TM-A7CF	TCGA-WH-A86K	TCGA-DU-8167	TCGA-E1-5322	TCGA-TQ-A7RV	TCGA-E1-A7YI	TCGA-TQ-A7RR	TCGA-TQ-A7RH	TCGA-S9-A7J0	TCGA-HT-8108	TCGA-FG-A87N	TCGA-DU-7301	TCGA-S9-A6U6	TCGA-HT-7485	TCGA-CS-4943	TCGA-E1-5305	TCGA-IK-7675	TCGA-E1-5307	TCGA-FG-A6J3	TCGA-HT-7479	TCGA-HT-A616	TCGA-DU-A5TS	TCGA-DU-A7TA	TCGA-TM-A84H	TCGA-FG-8185	TCGA-DB-A4XB	TCGA-HT-A5R5	TCGA-E1-5304	TCGA-DU-6407	TCGA-P5-A5EZ	TCGA-DU-7007	TCGA-DH-A7UU	TCGA-HT-7676	TCGA-S9-A6WG	TCGA-S9-A6WO	TCGA-DB-5275	TCGA-P5-A5F2	TCGA-WY-A858	TCGA-HT-A61B	TCGA-FG-A70Y	TCGA-DU-7309	TCGA-DB-5277	TCGA-P5-A5EV	TCGA-FG-A4MT	TCGA-FG-6691	TCGA-HT-7690	TCGA-HT-8013	TCGA-CS-5393	TCGA-E1-A7YE	TCGA-QH-A6CW	TCGA-FG-A4MY	TCGA-P5-A72U	TCGA-P5-A72W	TCGA-DB-A4X9	TCGA-E1-A7YW	TCGA-S9-A7R8	TCGA-DU-A6S7	TCGA-VM-A8C8	TCGA-HT-7858	TCGA-DB-A75L	TCGA-DH-A7UT	TCGA-DU-7306	TCGA-HT-7473	TCGA-DU-5871	TCGA-WY-A85C	TCGA-DU-7015	TCGA-S9-A7IS	TCGA-TQ-A7RW	TCGA-TQ-A7RF	TCGA-QH-A6X9	TCGA-DB-5281	TCGA-DH-A7UV	TCGA-RY-A845	TCGA-DU-A7TC	TCGA-DU-6395	TCGA-CS-4944	TCGA-S9-A7QW	TCGA-CS-6666	TCGA-S9-A89Z	TCGA-P5-A5F4	TCGA-DU-A5TW	TCGA-DU-8166	TCGA-S9-A7R3	TCGA-HT-7606	TCGA-TM-A84T	TCGA-DU-5855	TCGA-DU-A5TR	TCGA-DB-A64X	TCGA-WY-A85D	TCGA-DB-5270	TCGA-DU-7299	TCGA-P5-A5F1	TCGA-S9-A7IZ	TCGA-DB-A75O	TCGA-VM-A8CF	TCGA-DU-6408	TCGA-RY-A83Z	TCGA-TQ-A7RK	TCGA-HT-7475	TCGA-HT-7482	TCGA-E1-5303	TCGA-HT-7610	TCGA-DU-A5TU	TCGA-DU-6396	TCGA-VV-A86M	TCGA-CS-4938	TCGA-P5-A731	TCGA-DB-A4XF	TCGA-S9-A6TS	TCGA-QH-A6XA	TCGA-TQ-A7RM	TCGA-DU-7008	TCGA-P5-A5EU	TCGA-HT-7476	TCGA-FG-A711	TCGA-S9-A7QX	TCGA-VM-A8CH	TCGA-DB-A4XD	TCGA-HT-A74J	TCGA-E1-A7YV	TCGA-HT-7477	
Deletion Peak  4 - CN values	2q37.3  	chr2:239379898-242193529(probes 48207:48450)    	chr2:241460951-242193529(probes 48439:48450)    	chr2:226832258-242193529(probes 46752:48450)    	1.8168e-21	 9.0742e-15		Actual Copy Change Given	-0.023292	-0.33006	-0.40683	0	-0.026804	-0.031086	-0.20985	-0.018078	-0.052945	-0.0087146	0.0016642	-0.35761	-0.88982	0.0036953	-0.9107	-0.036265	0	-0.78345	0	-0.036129	0	0.0043021	0.020763	-0.041702	-0.0077482	-0.0091786	-0.0036717	-0.012776	-0.39977	-0.13987	0.00046398	-0.74281	0.004719	-0.014266	-0.042924	-0.0016517	-0.55697	-0.2812	-0.019726	0.0029169	-0.037082	-0.016015	-0.041702	-0.16205	-0.014938	-1.0681	-0.034474	-0.38078	-0.016017	-0.13574	-0.75367	-0.031496	-0.067223	-0.014366	-0.0044861	-0.010232	-0.42036	-0.81827	0.029747	-0.79995	0.011679	-0.0029091	-0.55647	-0.24131	-0.064643	-0.029994	0.00027348	-0.40407	0.0049969	-0.11761	-0.33537	0.017684	0	0	-0.6385	-0.42195	0.0043021	-0.59039	-0.13899	-0.032178	0.011428	-0.44555	0.00041593	0.0030522	-0.014228	-0.71256	-0.024248	-0.070269	-0.012428	-0.0041205	-0.91349	-0.77956	-0.20784	-0.020412	-0.03095	-0.0091286	-0.63887	-0.92985	-0.79101	-0.50536	0	-0.36442	-0.058436	-0.82708	-0.0096708	-0.019675	-0.83171	-0.93975	-0.027945	-0.46525	-0.0077482	0.0026835	-0.89651	0.0037465	-0.73328	-0.6193	-0.060883	0	-0.42963	-0.023977	0.011539	0.0029133	-0.026588	0.0043021	-0.2514	-0.92246	-0.72544	-0.03095	-0.029311	0	0.011539	-0.041159	-0.68524	-0.16903	-0.016014	0	0.082476	0.0024969	0.0041254	-0.94327	-0.80766	-0.92369	-0.0076312	-0.0048461	-0.073029	-0.076812	0.0036076	-0.24107	0.28248	-0.31026	
Deletion Peak  5 - CN values	3p21.31 	chr3:46487870-48920290(probes 53300:53568)        	chr3:48389393-48729924(probes 53514:53547)        	chr3:45500450-54198371(probes 53179:54154)        	0.0027149	  0.0027012		Actual Copy Change Given	0.0029133	-0.24569	0.008892	0.0091705	-0.00048227	0.026514	0.0070518	0.0068044	-0.068563	-0.43398	-0.2407	0.033267	0.021744	-0.065497	0.055943	0.0070826	-0.4055	-0.007472	-0.0084385	0.011539	-0.083465	0.026373	-0.0045695	-0.009516	0.00458	0.0055992	0.016289	0.012174	-0.026577	-0.090493	0.022527	0.0072217	-0.96595	0.014609	-0.018902	0.0048579	-0.43669	-0.80609	0.0024969	-0.0017979	-0.023018	-0.04577	-0.032041	-0.068797	0.018523	-0.199	-0.00069303	-0.0078863	0.030591	0.016006	0.0093163	-1.234	-0.58783	-0.12577	-0.0020749	0	-0.89274	0.021043	0.18616	-0.0049844	0.010424	0.00013863	-0.31459	-0.0018014	-0.65724	-0.0040162	-0.059537	-0.0042929	0.0030522	0.021484	-0.80236	0.022024	0.0086135	-0.00069303	-0.73871	-0.0045102	0.0027745	0.0038854	-0.10973	-0.064777	-0.00027724	-0.072541	-0.0015243	-0.31026	0.023987	-0.074411	-0.35055	-0.13109	0.010564	0.0091705	0.019363	-0.20361	0.082188	0.017404	-0.0057534	-0.014916	-0.46153	0.016161	-0.51115	-0.028081	0.013213	-0.0041546	0.0037465	0.051245	0.013911	-0.020138	0.010842	0.050829	0.025671	0.05637	0	0.0093098	-0.7311	0.0090312	-0.049695	-0.0016629	0.033408	0.01433	0.024127	0.00083195	0.031859	-0.77575	-0.0034453	0.0084743	-0.013127	0	-0.14644	0.010424	-0.38224	0.0036076	-0.015684	-0.3875	-0.96867	-0.005943	0.0016666	-0.0036011	-0.035448	0.013353	0.0032921	0.040326	-0.094592	-0.88411	0.051956	-0.0022168	0.097754	0.0054139	0.00088812	-0.14284	-0.3503	-0.21045	
Deletion Peak  6 - CN values	3q29    	chr3:194780236-198295559(probes 68964:69195)    	chr3:196723539-198295559(probes 69124:69195)    	chr3:188791502-198295559(probes 68281:69195)    	1.7358e-05	 1.6832e-05		Actual Copy Change Given	0.0013868	-0.047395	-0.019314	0.0011093	0.0062481	0.036794	0.024096	-0.88093	-0.011335	-0.74238	-0.40296	-0.18081	-0.005261	-0.0097661	-0.067993	-0.070135	-0.77397	-0.19212	-0.0084385	0.024829	-0.0031859	0.022024	0.086697	-0.03286	-0.0832	0.0055992	0.11381	-0.44722	-0.0040162	-0.12369	-0.032178	-0.32612	0.013353	-0.55787	-0.87064	-0.099604	-0.017116	-0.81178	0.0024969	0.011341	-0.040888	0.010703	0.010564	-0.18257	0.019783	-0.38033	-0.175	-0.42364	0.0044411	-0.023429	0.025925	-0.034223	-0.013815	0.021183	-0.0026275	0	0.52573	-0.0015243	-0.079343	-0.38302	-0.44059	-0.023429	-0.0023553	-0.0074764	-0.0099565	0.019083	-0.05145	0.01419	0.0030522	0.023938	-0.76467	0.023566	-0.13484	-0.43702	-0.007472	-0.0031265	0.0027745	0.006109	-0.040631	-0.27691	0.021183	0.03778	-0.0015243	0.0074399	0.018523	-0.074411	-0.79352	-0.046583	0.010564	0.021043	0.012795	-0.016445	0.00055459	-0.90259	-0.011397	-0.019726	0.019923	0.0018185	-0.15042	-0.37954	0.013213	-0.0041546	0.011958	-0.80633	0.013911	0.0034687	-0.18228	-0.80152	-0.0096806	0.38155	-0.1015	0.011818	0.16742	0.00458	0.0094491	-0.0016629	-0.042924	-0.0034627	-0.0084385	0.00458	-0.0080856	-0.74089	-0.008007	0.0084743	-0.080541	-0.0012316	-0.8235	-0.042517	0.0098669	0.0036076	-0.0071958	-0.26985	0.0041632	-0.005943	0.0016666	-0.00027724	0	0.013353	0.0032921	0.028763	1.0759	0.0036076	0.019363	-0.0022168	0.0088015	0.0054139	0.00088812	-0.0016629	-0.37155	-0.78471	
Deletion Peak  7 - CN values	4q13.2  	chr4:56314784-84967429(probes 75012:78277)        	chr4:66265836-66284969(probes 76190:76191)        	chr4:66217183-66546286(probes 76180:76223)        	0.22502	    0.23548		Actual Copy Change Given	0.0016642	0.019783	0.020343	0.0043201	0.00013863	0.0040243	0.011787	-0.015805	-0.029116	0.01447	-0.32994	-0.47275	-0.011335	0.0071705	-0.0045695	0.054091	-0.75482	-0.0028102	0.38733	0.00027728	-0.44135	-0.0083005	-0.016567	-0.07067	-0.41509	-0.00023105	0.011329	-0.0044938	-0.40462	0.023987	-0.17018	-0.024251	0.0011093	-0.037218	0.039054	-0.20573	-0.010254	-0.82244	0	-0.0080209	0.088982	-0.0091286	-0.0024938	-0.96018	0.0055529	0.04259	0.1041	-0.2654	-0.020824	-0.011887	-0.042679	-0.69387	0	0.064082	-0.061474	-0.011222	-0.22071	-0.012438	0.024127	-0.0059522	-0.0084385	0.00027728	0.0015255	-0.010922	-0.8126	0	-0.007399	0.057796	-0.012024	-0.28386	-0.806	-0.14065	0.0066653	-0.011335	-0.039211	-0.022959	-0.0047079	-0.020412	-0.0063816	0.0037773	-0.0026322	0.10643	-0.0094046	-0.0029091	-0.015191	0.022378	0.028624	-0.48691	-0.0070576	-0.022058	-0.028501	-0.005814	0.0040243	-0.052126	-0.0051453	-0.75028	-0.13678	-0.016689	-0.017666	-0.0019336	-0.0070576	-0.059942	-0.79017	-0.011532	0.021043	-0.077745	0.79859	-0.054545	-0.061555	-0.041175	-0.21342	0.0041294	-0.017231	-0.23227	-0.0070576	-0.0089906	-0.10289	-0.020549	-0.0018014	-0.62979	-0.0037395	-0.041295	-0.73695	-0.012851	-0.059045	-0.040691	-0.030404	0.070099	0.041741	-0.1876	-0.0083005	0.017404	-0.0038779	-0.0030384	-0.0050426	-0.0055375	0.0036076	-0.035993	-0.17389	-0.89312	-0.47913	0.018943	0.010347	-0.0049844	0.00021302	0.0055529	-0.0047079	-0.0073339	-0.01037	-0.54673	
Deletion Peak  8 - CN values	4q34.3  	chr4:177981925-182146166(probes 88430:88810)    	chr4:180603979-181174142(probes 88678:88680)    	chr4:129396239-190214555(probes 83157:89265)    	8.351e-13	  8.351e-13		Actual Copy Change Given	0.0016642	0.023706	-0.61412	0.0043201	0.00013863	-0.058462	-0.012882	-0.059538	-0.066118	-0.75141	-0.32994	-0.03095	-0.011335	-0.028815	-0.13057	-0.65668	-0.78167	-0.043737	-0.025756	0.00027728	-0.4659	-0.0083005	-0.016567	-0.07067	-0.41509	-0.00023105	-0.41767	-0.021297	-0.41652	-0.25264	-0.50152	-0.024251	-0.78774	-0.090229	0.025531	-0.20573	-0.0023553	-0.84323	-0.024251	-0.0080209	-0.8726	-0.078941	-0.057654	-0.91905	-0.3386	-1.0111	-0.17626	-0.76467	-0.020824	-0.10163	-0.65046	-1.1649	-0.022156	-0.8683	-0.1214	-0.034858	-0.30944	-0.04726	-0.46419	-0.39209	-0.037293	-0.012817	-0.080807	-0.030131	-0.67067	0	-0.007399	0.031295	-0.012024	-0.61074	-1.0456	-0.272	0.0066653	-0.011335	-0.039211	-0.022959	-0.0084385	0.0040243	-0.0063816	-0.44523	-0.0026322	0.034536	-0.0094046	-0.010902	-0.035176	-0.0024938	-0.4317	-0.011335	-0.0070576	-0.014503	-0.039394	-0.36102	-0.24703	-0.094988	-0.009166	-1.286	-0.13199	-0.63215	-0.032462	-0.4407	-0.66568	-0.059942	-0.02562	-0.0069195	0.021043	-0.10421	-1.2929	-0.27896	-0.082402	-0.14541	-0.07361	0.0086135	0.015838	-0.213	-0.0096806	-0.61527	-0.0037395	-0.022332	-0.0832	-0.62979	-0.19612	-0.29461	-0.73151	-0.0089906	-0.043602	-0.88376	-0.70001	-0.0048461	-0.10355	0.0012481	-0.047666	-0.65323	-0.0069195	-0.0030384	-0.0037372	-0.012653	0.0036076	-0.12966	-0.17389	-0.92771	-0.53597	-0.0085431	-0.72013	-0.021808	-0.0027988	0.0055529	-0.0047079	-0.12573	-0.0088526	-0.82088	
Deletion Peak  9 - CN values	5p15.33 	chr5:1-4776077(probes 89266:89682)                   	chr5:1381816-2322060(probes 89301:89402)            	chr5:1-15375414(probes 89266:90898)                 	0.00017843	 0.00017088		Actual Copy Change Given	0.0012481	-0.033405	-0.0055092	0.0016642	-0.012438	-0.12629	-0.05728	-0.002563	-0.93718	-0.789	-0.77124	-1.0548	0.019503	-0.63655	-0.019726	-0.044009	-0.040073	0.00083195	-0.048613	-0.40318	-0.37977	-0.017529	-0.11221	-0.17689	-0.037762	-0.00023105	-0.084064	-0.081798	-0.027671	-0.1731	-0.053881	-0.078098	0	-0.094162	-0.89458	-0.0012473	-0.65675	-0.16866	-0.0042929	-0.0013823	-0.042788	0.0024969	-0.0002924	-0.62083	-0.0013858	-0.0045695	0.0075	-0.43433	-0.022058	-0.013264	-0.16207	0.059794	0.00597	-0.051721	0.00022226	-0.0015243	-1.2929	-0.040888	-0.03245	-0.3772	0.010285	-0.020412	-0.00022892	-0.021098	-0.77325	-0.077212	0.0002788	-0.86094	-0.042924	-0.059988	0.015488	-0.076145	-0.054016	-0.017941	0.0282	0.00019817	0.0040243	-0.0008316	-0.033692	-0.13644	0.0015255	-0.89012	-0.0094046	-0.00027724	-0.21824	0.17091	-0.048746	-0.10579	-0.012024	-0.072408	-0.34595	-0.010368	-0.063838	-0.028355	-0.029857	-0.011198	-0.073076	-0.010493	-0.0076101	-0.41608	0.0040243	-0.0012473	-0.047666	-0.010232	-0.021098	-0.0024938	0.061452	0.017834	-0.50069	-0.015604	-0.0077482	0.0034687	-0.0065334	-0.0013858	-0.034631	-0.014228	-0.79093	0.0030522	-0.0016629	-0.03681	-0.025756	-0.0016629	-0.010637	0	-0.045364	-0.89252	-0.044822	-0.86422	0.034536	-0.074945	-0.061262	-0.052666	0.0079175	-0.12693	-0.0016605	-0.0041546	-0.031768	0.21991	0	0.00097064	-0.20697	-0.09907	-0.014228	-0.0013858	-0.050458	0.00041593	-0.010705	-0.036401	-0.87322	0.18737	
Deletion Peak 10 - CN values	5q33.2  	chr5:148651103-181538259(probes 105211:108806)  	chr5:154672154-155033191(probes 105897:105932)  	chr5:140234344-181538259(probes 104279:108806)  	8.5541e-06	 9.0172e-06		Actual Copy Change Given	0.0012481	-0.041431	-0.19174	0.0016642	0.0069435	0.024127	-0.10069	0.003191	0.0058309	-0.73275	0.01433	-0.4935	-0.12369	0.0020294	0.0041632	0.011958	-0.45276	0	-0.44995	-0.89089	0.0075	-0.017803	-0.0023553	-0.79118	0.0075	-0.00023105	-0.0079686	-0.015666	-0.3847	-0.087844	-0.34331	0.0080567	-0.00041585	-0.011611	0	-0.0012473	-0.0063161	-0.25031	-0.00055444	-0.0013823	-0.0096806	0.0024969	-0.0002924	0.0086135	-0.76522	-0.96595	-0.35613	-0.78505	-0.022058	-0.013264	-0.076704	-0.014366	0.0028447	-0.052396	-0.0084688	-0.0036803	-0.34033	-0.040888	-0.46929	-0.37561	-0.76638	-0.026851	0.0091705	-0.061958	0.0080567	0.018243	-0.067551	0.076135	-0.0041546	0.020994	-0.81433	-0.031632	-0.028293	-0.017941	-0.0022168	-0.0057546	-0.019642	-0.77744	-0.033692	-0.030555	0.0015255	0.016006	-0.0094046	-0.00027724	-0.024524	-0.36544	0	-0.042517	-0.80534	0.00013863	-0.027945	-0.019726	-0.0049844	-0.019452	-0.019589	-0.80144	-0.0044312	0.015463	-0.0076101	-0.38732	-0.0070667	-0.0012473	-0.01849	-0.010232	0.012376	-0.0024938	-0.53378	-0.43028	-0.0049844	-0.015604	-0.0077482	0.0034687	0.0069148	-0.0013858	-0.027671	-0.081605	-0.17297	-0.83039	-0.022332	-0.062361	-0.41278	-0.026441	0.007974	-0.41773	-0.33479	-0.82576	-0.037218	0	-0.013402	-0.0047594	-0.0070576	-0.67279	-0.0063668	0	-0.0016605	-0.0041546	-0.032562	-0.37083	0.0032921	-0.87424	-0.010232	0.0079175	-0.026441	-0.0013858	-0.039889	0.00041593	-0.0080244	-0.0071958	0.017824	-0.3527	
Deletion Peak 11 - CN values	6p25.3  	chr6:1-3722726(probes 108807:109119)                	chr6:1299462-1628666(probes 108850:108888)          	chr6:1-1711443(probes 108807:108899)                	0.19551	    0.19555		Actual Copy Change Given	0.42822	0.23659	-0.0051227	0.001803	0.0013414	0.29072	0.012485	-0.017391	-0.040792	-0.0094046	0.29787	0.049256	0.015447	-0.83441	0.022164	-0.014641	0.05694	0.016006	0.37545	-0.51959	-0.015466	0.0013868	0.71848	-0.11732	-0.058058	0	0.0075682	-0.013323	0.030029	-0.7188	0.034113	-0.06424	-0.043096	-0.59633	-0.90768	-0.42243	0.0026357	-0.14078	-0.0053992	0.0062516	-0.031768	-0.0055375	-0.00069303	-0.025072	0.0044411	-0.99207	-0.01106	0.059366	0.0020805	-0.016704	-0.0099834	0.0033299	0.10074	-0.0041546	-0.0051776	0.0030522	0.17648	-0.7842	-0.36737	0.05281	-0.071873	-0.00097017	-0.0091286	-0.0071958	-0.0044312	0.003191	0.00069479	0.063223	-0.17254	-0.03127	-0.16449	0.018523	0.0011093	-0.0042929	0.008892	-0.04666	-0.017361	0.0087528	0.0038705	0.00055459	-0.0015679	0.0070826	-0.0062286	0	-0.037218	0.023706	-0.40063	0.0029133	0.013632	0.019363	0.016006	-0.0036011	-0.037156	-0.026577	-0.096288	-0.50567	-0.1338	0.89087	-0.020961	0	-0.0029091	0.0063871	-0.047531	-0.005814	0.0086135	-0.0076101	-0.16929	0.0082062	-0.029448	-0.012713	-0.0053992	0.0040243	0.1013	0.0023581	-0.0019399	0.0026357	0	-0.022881	-0.0053992	-0.0099984	-0.075345	0.0016996	0.46333	-0.0027707	0.25855	0.050842	-0.014503	0.012795	-0.011314	0.0016642	-0.0033243	-0.010257	-0.014503	0.010852	-0.0002749	0.0040243	-0.22034	0.011539	-0.0014235	-0.035312	0.022865	-0.91733	-0.005261	-0.0091286	-0.0085282	0.004719	-0.00097017	0.013353	0.026233	0.22762	
Deletion Peak 12 - CN values	6q22.33 	chr6:127335395-136345002(probes 122280:123290)  	chr6:129812772-129872672(probes 122552:122556)  	chr6:127489446-130385589(probes 122296:122612)  	0.022457	     0.1507		Actual Copy Change Given	0.014609	-0.7995	-0.65295	0.001803	0.0035251	-0.64846	-0.42901	-0.00069303	-0.00059769	0.042449	-0.72685	0.068952	-0.013127	-0.017442	0.023286	0.016792	0.22155	-0.20585	0.40127	0.0063574	0.0049969	-0.8848	-0.031905	0.042307	0.014728	-0.92932	0.0075682	-0.50292	-0.38884	0.018803	0.02525	0.0098791	-0.024661	-0.029584	-0.056846	0.0022214	0.0026357	0.069669	-0.0053992	-0.00096665	0.04812	-0.61034	-0.027398	-0.037898	-0.76021	0.075128	-0.40683	-0.27416	-0.00045905	-0.007472	0.030845	0.04344	0.097688	0.050961	-5.5015e-05	-0.011144	-0.76235	-0.01409	-0.62132	0.05281	-0.0058838	-0.00097017	-0.16841	-0.0071958	0.073961	-0.84184	0.00069479	0.020203	-0.005814	0.021415	0.2544	-0.65127	-0.96703	-0.010784	0.0054139	-0.013618	-0.0024661	-0.005814	0.0018022	0.00055459	0.0033299	-0.35019	-0.0062286	0	-0.87876	0.020903	-0.35647	-0.0051307	-0.0092666	-0.037626	-0.0078863	-0.0036011	0.0038854	-0.017254	-0.0072815	0.068808	-0.35099	-0.9122	-0.0053992	0.033408	-0.0029091	0.0063871	-0.79794	-0.005814	-0.69123	0.00597	-0.23533	0.017135	-0.6804	-0.012713	-0.0053992	-0.9101	-0.90943	0.0023581	-0.49944	-0.0013446	0	-0.0069195	-0.0053992	0.019223	-0.0063668	0.0055529	0.026672	-0.4057	0.1667	-0.88628	0.0073281	-0.84403	0.0029133	0.0016642	-0.023018	0	0	-0.87712	-0.0002749	-0.0038541	-0.89733	0.011539	-0.0014235	0.067232	0.022865	-0.89181	0.014609	-0.0091286	-0.0085282	0.004719	-0.00097017	-0.0091286	0.0026357	-0.056846	
Deletion Peak 13 - CN values	6q24.1  	chr6:130122466-170805979(probes 122584:126992)  	chr6:138385016-138453660(probes 123491:123496)  	chr6:137310950-150036044(probes 123380:124756)  	0.013479	   0.084819		Actual Copy Change Given	-0.48386	-0.7995	0.010471	0.001803	0.0035251	-0.57595	-0.42901	-0.00069303	-0.00059769	-0.0070576	-0.34905	0.020483	-0.013127	-0.017442	-0.013931	0.013632	0.13036	-0.20585	0.40127	0.0063574	0.0049969	-0.8848	-0.031905	0.023348	0.014728	-0.92932	0.0075682	-0.50292	-0.41959	0.011261	-0.010508	0.0098791	-0.78824	-0.029584	-0.056846	0.0022214	0.0026357	0.040751	-0.0053992	-0.00096665	0.0091705	-0.61034	-0.027398	-0.03395	-0.76021	0.075128	-0.40683	-0.29874	-0.00045905	-0.007472	0.030845	0.04344	0.097688	0.050961	-5.5015e-05	-0.011144	-0.79811	-0.054825	-0.65118	0.05281	-0.0058838	-0.00097017	-0.16841	-0.0071958	0.045566	-0.84184	0.00069479	-0.020824	-0.005814	0.021415	0.14488	-0.65127	-0.96703	-0.010784	0.0054139	-0.013618	-0.0024661	-0.005814	0.0018022	0.00055459	0.0033299	-0.37718	-0.0062286	0	-0.87876	0.020903	-0.35647	-0.0051307	-0.0092666	-0.037626	-0.041974	-0.0036011	0.0038854	-0.036129	-0.025756	-0.78933	-0.35099	-0.9122	-0.0053992	0.033408	-0.0029091	0.0063871	-0.79794	-0.005814	-0.69123	7.4879e-05	-0.23533	-0.01036	-0.34595	-0.012713	-0.0053992	-0.9101	-0.90943	0.0023581	-0.49944	-0.0013446	0	-0.80741	-0.0053992	0.019223	-0.0063668	0.0055529	0.013409	-0.40152	0.1667	-0.88628	-0.017941	-0.84403	0.0029133	0.0016642	-0.023018	0	0	-0.76842	-0.0002749	-0.0038541	-0.89542	0.011539	-0.0014235	0.031295	-0.056173	-0.89181	0.014609	-0.0091286	-0.0085282	0.004719	-0.00097017	-0.0091286	0.0026357	-0.056846	
Deletion Peak 14 - CN values	7p22.3  	chr7:1-4136149(probes 126993:127366)                 	chr7:1-892540(probes 126993:127020)                   	chr7:1-4040329(probes 126993:127349)                 	0.014181	   0.014626		Actual Copy Change Given	-0.00013862	-0.029175	-0.0053992	-0.075612	0.042307	0.0056919	-0.012744	0.792	-0.00041585	-0.046718	-0.22834	0.020063	-0.0063668	-0.0048971	-0.93053	-0.026167	-0.024935	0.00055459	0.38634	0.019643	0.86831	0.022585	0.70626	0.029325	0.0065262	-0.75906	-0.46605	-0.033639	0.43834	-0.0008316	-0.10197	-0.09512	0.012934	0.01447	-0.035857	0.00069327	0.12591	-0.13921	-0.026441	0.0043416	-0.12525	0.0062291	0.0052749	-0.076678	0.011679	-0.035104	-0.0026322	-0.014366	0.034677	-0.026577	-0.021536	0.71076	-0.82871	-0.045906	-0.0038887	0.23721	0.091735	0.77464	0.075111	0.018103	0.0026329	0	-0.065313	-0.10526	0.00597	-0.94496	0.0023596	-0.035721	-0.00069303	0.033923	0.11213	-0.0011087	-0.018628	0.68812	0.055515	0.73747	-0.71114	-0.0075006	0.021028	-0.039394	0.44172	-0.058462	0.86731	0.00083195	0.01447	-0.43105	0.0069457	-0.015604	-0.041159	0.57737	-0.098155	0.75147	0.020203	-0.095252	0.74309	-0.12603	-0.22859	0.016441	0.26938	0.0093098	0.040876	0.72371	-0.036674	0.78833	0.0079728	-0.0083005	-0.024661	-0.047926	-0.0062286	1.6767	0.77464	-0.93238	0.0049289	0.0027745	0.0072217	0.74174	0.054803	0.0019418	0.54436	-0.031359	-0.010922	0.76808	-0.052514	0.0079175	0.0083351	0.03494	0.008892	-0.0084385	-0.031905	0.003191	0.035242	0.53194	0.011261	0.0020897	-0.0004135	-0.0023553	-0.027535	-0.40584	-0.026155	-1.0101	0.022024	-0.017116	-0.072541	0.0034687	0.038114	-0.0022168	-0.16718	0.74024	-0.083598	-0.6846	
Deletion Peak 15 - CN values	8q24.3  	chr8:143414513-145138636(probes 159191:159276)  	chr8:143535420-143565793(probes 159204:159206)  	chr8:142600600-145138636(probes 159097:159276)  	0.010126	   0.010507		Actual Copy Change Given	0.016425	0.046984	-0.35136	-0.016214	-0.034359	0.15323	0.36031	1.4945	0.86751	-0.75011	0.025671	0.031718	0.11418	0.85671	0.66014	0.065083	-0.018628	0.56392	0.39645	-0.020275	1.0506	0.053094	0.0016642	0.77868	0.78968	0.041505	0.63417	0.0089682	0.0098669	0.57344	0.0075	0.15487	0.062937	0.72433	-0.86994	0.39678	0.83117	-0.11221	0.03031	-0.0049759	-0.12282	0.23504	0.030451	1.0178	0.70082	0.059794	0.57344	0.0080567	0.52275	3.007	0.77326	0.3017	1.298	-0.89932	0.91493	0.028171	0.031171	0.92006	0.079015	0.027497	-0.6897	0.72886	0.17166	0.90553	0.0063871	0.13569	0.23768	0.046417	-0.69965	0.040985	1.43	-0.010094	0.36362	0.55097	0.03214	0.76359	0.95447	0.043723	2.5681	-0.28001	0.042584	0.37249	-0.021556	0.83648	-0.044822	0.49787	-0.86153	0.045282	0	-0.93828	0.0013868	0.07743	0.70959	-0.016292	1.488	-0.013815	0.59134	0.040767	-0.010508	-0.39341	0	-0.0096806	0.85541	0.022164	-0.0030475	0.80636	2.345	0.091891	0.87308	0.82216	0.15906	-0.004078	-0.0059807	0.73829	0.1637	0.0080484	-1.001	-0.0045695	0.036653	-0.020412	0.88406	-0.022039	0.02078	1.1093	0.9416	0.75564	0.0094491	2.0485	0.62733	0.9138	-0.54552	0.0066653	0.033678	0.0015347	0.00014098	-0.0037395	-0.018353	0.0035335	0.75179	-0.018216	0.027497	-0.007472	0.68198	0.043157	0.91447	0	0.47976	0.74994	0.0051359	3.4957	
